epoch,lr,output_mean_absolute_error,output_mean_absolute_percentage_error,output_mean_error,val_loss,val_output_mean_absolute_error,val_output_mean_absolute_percentage_error,val_output_mean_error
0,0.0005,0.8929139971733093,58.666378021240234,0.37801435589790344,1.2333011909504421e-05,0.8243519067764282,56.885169982910156,0.08263672888278961
1,0.0005,0.7597146034240723,56.221370697021484,0.14517277479171753,1.2379738109302707e-05,0.7782061100006104,58.77686309814453,0.1215919703245163
2,0.0005,0.7413855195045471,55.81624984741211,0.15056495368480682,1.2549539860629011e-05,0.7328007221221924,54.26964569091797,0.2114538848400116
3,0.0005,0.6429644227027893,46.38703918457031,0.1608504354953766,1.2969391718797851e-05,0.5752750635147095,40.99658966064453,0.1302630603313446
4,0.0005,0.538719892501831,32.66496276855469,0.14123637974262238,1.327784684690414e-05,0.5214980244636536,34.516868591308594,0.09034723043441772
5,0.0005,0.4932660460472107,29.322587966918945,0.12494779378175735,1.3480750567396171e-05,0.5109202265739441,29.53569984436035,0.22431185841560364
6,0.0005,0.47788742184638977,28.02153205871582,0.12100733816623688,1.3670291991729755e-05,0.51105797290802,28.5028133392334,0.22080977261066437
7,0.0005,0.46199294924736023,26.953487396240234,0.11688728630542755,1.3858768397767562e-05,0.46468886733055115,29.247116088867188,0.0895780697464943
8,0.0005,0.4461115300655365,25.906492233276367,0.10966121405363083,1.4012696738063823e-05,0.47938427329063416,28.518573760986328,0.054053179919719696
9,0.0005,0.43731895089149475,25.153545379638672,0.10951540619134903,1.4168557754601352e-05,0.4610871374607086,28.588069915771484,0.16284582018852234
10,0.0005,0.4259938597679138,24.46625518798828,0.10333536565303802,1.4323913092084695e-05,0.45735964179039,26.6292667388916,0.10738106071949005
11,0.0005,0.423397034406662,24.309415817260742,0.10590247064828873,1.4474923773377668e-05,0.4539150595664978,28.1763858795166,0.0894043892621994
12,0.0005,0.415803998708725,23.796201705932617,0.09952761232852936,1.4635164006904233e-05,0.45889028906822205,27.331787109375,0.06875459849834442
13,0.0005,0.4128805994987488,23.639238357543945,0.10272134095430374,1.4769536392122973e-05,0.45209866762161255,27.284503936767578,0.07152204215526581
14,0.0005,0.40784192085266113,23.282955169677734,0.10131996124982834,1.4902090697432868e-05,0.43114036321640015,26.563007354736328,0.05772744491696358
15,0.0005,0.40427106618881226,23.08364486694336,0.09901312738656998,1.50460518852924e-05,0.4267287850379944,27.318614959716797,0.06412767618894577
16,0.0005,0.393527090549469,22.383052825927734,0.09514027088880539,1.5182228707999457e-05,0.42270007729530334,25.28048324584961,0.12334845960140228
17,0.0005,0.39033281803131104,22.366031646728516,0.09334476292133331,1.533169597678352e-05,0.4325694143772125,26.48940658569336,0.05630319193005562
18,0.0005,0.38051968812942505,21.59347152709961,0.08820727467536926,1.5500769222853705e-05,0.42467108368873596,25.57168197631836,0.11788831651210785
19,0.0005,0.37650278210639954,21.416763305664062,0.08750269562005997,1.565550519444514e-05,0.40920504927635193,24.96727752685547,0.07738925516605377
20,0.0005,0.3752989172935486,21.316083908081055,0.08598420023918152,1.580173193360679e-05,0.414010614156723,25.972095489501953,0.055627722293138504
21,0.0005,0.37505894899368286,21.308744430541992,0.08366793394088745,1.5945461200317368e-05,0.4108816981315613,25.432668685913086,0.06708606332540512
22,0.0005,0.36894068121910095,21.033370971679688,0.08148613572120667,1.610377148608677e-05,0.4077647626399994,24.76122283935547,0.11110363155603409
23,0.0005,0.3638680577278137,20.73959732055664,0.07895305007696152,1.625959157536272e-05,0.39662349224090576,24.132564544677734,0.12718704342842102
24,0.0005,0.36042964458465576,20.43794822692871,0.0782918706536293,1.643516225158237e-05,0.40013939142227173,23.70861053466797,0.0752943903207779
25,0.0005,0.356595903635025,20.130813598632812,0.0767306312918663,1.6595704437349923e-05,0.38975852727890015,23.208269119262695,0.1078045591711998
26,0.0005,0.3534318208694458,19.983423233032227,0.07596942037343979,1.6770256479503587e-05,0.39634308218955994,23.60774040222168,0.08278483152389526
27,0.0005,0.35280564427375793,19.786846160888672,0.08233915269374847,1.692268233455252e-05,0.40019017457962036,24.463741302490234,0.1097494587302208
28,0.0005,0.35092487931251526,19.830324172973633,0.07429374754428864,1.7123751604231074e-05,0.3868715465068817,22.854137420654297,0.12149155139923096
29,0.0005,0.3485240340232849,19.714736938476562,0.07841456681489944,1.727700509945862e-05,0.3888862431049347,22.3171329498291,0.0862102210521698
30,0.0005,0.34389394521713257,19.4647159576416,0.07463275641202927,1.7440323063055985e-05,0.39707452058792114,23.9559383392334,0.0910523310303688
31,0.0005,0.34652331471443176,19.547122955322266,0.0762941837310791,1.7597601981833577e-05,0.4027813971042633,24.16086196899414,0.07680472731590271
32,0.0005,0.3436256945133209,19.333410263061523,0.07651201635599136,1.774527299858164e-05,0.38786381483078003,23.443538665771484,0.09794551879167557
33,0.00025,0.3367024064064026,18.840639114379883,0.07276777178049088,1.7800417481339537e-05,0.3928246796131134,21.782384872436523,0.11652491241693497
34,0.00025,0.33506932854652405,18.71619987487793,0.07679639756679535,1.7853923054644838e-05,0.39115723967552185,22.78635025024414,0.09100860357284546
35,0.00025,0.3271409571170807,18.297077178955078,0.07316358387470245,1.7910228052642196e-05,0.38500338792800903,22.930370330810547,0.07833845168352127
36,0.00025,0.3295500874519348,18.26758575439453,0.07475031912326813,1.7961694538826123e-05,0.39219874143600464,22.87799072265625,0.07460995763540268
37,0.00025,0.33166614174842834,18.443721771240234,0.07411855459213257,1.8021393771050498e-05,0.3785935342311859,21.609418869018555,0.07928719371557236
38,0.00025,0.3254842162132263,17.957881927490234,0.07863599061965942,1.8083719623973593e-05,0.3704485297203064,22.996891021728516,0.07122494280338287
39,0.00025,0.32550954818725586,17.99843978881836,0.07733586430549622,1.813405287975911e-05,0.38220837712287903,23.358909606933594,0.12323440611362457
40,0.00025,0.324030339717865,18.045391082763672,0.07661353796720505,1.818929194996599e-05,0.3838798403739929,23.182540893554688,0.1132376417517662
41,0.00025,0.32144781947135925,17.767560958862305,0.07771270722150803,1.8246420950163156e-05,0.36589768528938293,21.884431838989258,0.08902548253536224
42,0.00025,0.318094402551651,17.511592864990234,0.07710269093513489,1.8299206203664653e-05,0.39283856749534607,23.326385498046875,0.08795182406902313
43,0.00025,0.3193252384662628,17.593414306640625,0.07776612788438797,1.8349850506638177e-05,0.37221381068229675,21.865915298461914,0.07405130565166473
44,0.00025,0.32173317670822144,17.708444595336914,0.07509702444076538,1.841490484366659e-05,0.38624295592308044,22.379093170166016,0.07073669135570526
45,0.00025,0.3200709819793701,17.78115463256836,0.07631970196962357,1.8465128960087895e-05,0.3791995346546173,22.262624740600586,0.0848657637834549
46,0.000125,0.3165999948978424,17.511579513549805,0.07985114306211472,1.8484217434888706e-05,0.3714402914047241,22.017902374267578,0.08899234235286713
47,0.000125,0.312965989112854,17.4030704498291,0.0746081992983818,1.850363696576096e-05,0.3750852942466736,21.52419090270996,0.08661092817783356
48,0.000125,0.3163087069988251,17.50528335571289,0.07594747841358185,1.8526015992392786e-05,0.3631046414375305,21.76607322692871,0.08185625821352005
49,0.000125,0.3154539167881012,17.485300064086914,0.07383917272090912,1.8548142179497518e-05,0.3660438060760498,21.511323928833008,0.08966026455163956
50,0.000125,0.30827203392982483,16.935832977294922,0.07442391663789749,1.856401468103286e-05,0.3711639940738678,23.001873016357422,0.09571592509746552
51,0.000125,0.3080320656299591,16.9503173828125,0.07657621055841446,1.858623363659717e-05,0.3624338209629059,21.94301986694336,0.08404731750488281
52,0.000125,0.30975812673568726,17.024404525756836,0.07345380634069443,1.8606984667712823e-05,0.38166481256484985,23.022472381591797,0.08905874192714691
53,0.000125,0.3102313280105591,17.157609939575195,0.07401765137910843,1.8627501049195416e-05,0.37074369192123413,21.86214256286621,0.11053048074245453
54,0.000125,0.30783751606941223,16.863826751708984,0.07561429589986801,1.8646174794412218e-05,0.3715856373310089,21.928936004638672,0.09558013081550598
55,0.000125,0.3090417981147766,16.9968204498291,0.07508708536624908,1.8665632524061948e-05,0.37365490198135376,22.56270980834961,0.08391369879245758
56,6.25e-05,0.30957722663879395,17.10586166381836,0.07375002652406693,1.867423634394072e-05,0.372219979763031,22.13530921936035,0.09445267170667648
57,6.25e-05,0.3057350814342499,16.876819610595703,0.0743810161948204,1.8684924725675955e-05,0.36549097299575806,22.000835418701172,0.08591873198747635
58,6.25e-05,0.3054662048816681,16.809219360351562,0.07241757959127426,1.869441257440485e-05,0.36762040853500366,22.48830795288086,0.0950673297047615
59,6.25e-05,0.30356767773628235,16.507761001586914,0.07520326226949692,1.870340929599479e-05,0.3756697177886963,21.677997589111328,0.08359135687351227
